DATAFLOW,HORTICULTURE_AGR_AGR_002,AREA_AGR_AGR_002,YEAR_AGR_AGR_002,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_002(1.0),8600,9,1994,175,
STATSNZ:AGR_AGR_002(1.0),8555,6,1994,303,
STATSNZ:AGR_AGR_002(1.0),8570,1,1994,331,
STATSNZ:AGR_AGR_002(1.0),9170,19,1994,370,
STATSNZ:AGR_AGR_002(1.0),9120,3,1994,1817,
STATSNZ:AGR_AGR_002(1.0),9135,15,1994,2517,
STATSNZ:AGR_AGR_002(1.0),9120,20,1994,4929,
STATSNZ:AGR_AGR_002(1.0),8500,4,2002,137,
STATSNZ:AGR_AGR_002(1.0),8555,20,2002,11841,
STATSNZ:AGR_AGR_002(1.0),8600,19,2002,9888,
STATSNZ:AGR_AGR_002(1.0),8700,5,2002,12,
STATSNZ:AGR_AGR_002(1.0),9120,10,2002,4555,
STATSNZ:AGR_AGR_002(1.0),8555,16,2003,10,
STATSNZ:AGR_AGR_002(1.0),8555,20,2003,12271,
STATSNZ:AGR_AGR_002(1.0),8570,11,2003,9,
STATSNZ:AGR_AGR_002(1.0),8600,6,2003,4272,
STATSNZ:AGR_AGR_002(1.0),8600,19,2003,11850,
STATSNZ:AGR_AGR_002(1.0),8700,5,2003,18,
STATSNZ:AGR_AGR_002(1.0),9120,10,2003,4594,
STATSNZ:AGR_AGR_002(1.0),8700,20,2005,2433,
STATSNZ:AGR_AGR_002(1.0),9120,15,2005,759,
STATSNZ:AGR_AGR_002(1.0),9135,19,2005,4834,
STATSNZ:AGR_AGR_002(1.0),8500,1,2007,30,
STATSNZ:AGR_AGR_002(1.0),8570,8,2007,19,
STATSNZ:AGR_AGR_002(1.0),8700,15,2007,437,
STATSNZ:AGR_AGR_002(1.0),9120,19,2007,714,
STATSNZ:AGR_AGR_002(1.0),8500,2,2009,121,
STATSNZ:AGR_AGR_002(1.0),8555,19,2009,635,
STATSNZ:AGR_AGR_002(1.0),8570,5,2009,59,
STATSNZ:AGR_AGR_002(1.0),8600,10,2009,9060,
STATSNZ:AGR_AGR_002(1.0),8700,16,2009,23,
STATSNZ:AGR_AGR_002(1.0),9120,11,2009,30,
STATSNZ:AGR_AGR_002(1.0),9135,6,2009,1031,
STATSNZ:AGR_AGR_002(1.0),9170,1,2009,4,
STATSNZ:AGR_AGR_002(1.0),8500,10,2011,5734,
STATSNZ:AGR_AGR_002(1.0),8600,15,2011,1817,
STATSNZ:AGR_AGR_002(1.0),8700,19,2011,661,
STATSNZ:AGR_AGR_002(1.0),9120,9,2011,12,
STATSNZ:AGR_AGR_002(1.0),9135,4,2011,2,
STATSNZ:AGR_AGR_002(1.0),9170,20,2011,6467,
STATSNZ:AGR_AGR_002(1.0),8500,15,2012,226,
STATSNZ:AGR_AGR_002(1.0),8570,18,2012,0,
STATSNZ:AGR_AGR_002(1.0),8600,13,2012,22627,
STATSNZ:AGR_AGR_002(1.0),8600,17,2012,,c
STATSNZ:AGR_AGR_002(1.0),8700,8,2012,43,
STATSNZ:AGR_AGR_002(1.0),8700,12,2012,0,
STATSNZ:AGR_AGR_002(1.0),9120,7,2012,,c
STATSNZ:AGR_AGR_002(1.0),9135,2,2012,1444,
STATSNZ:AGR_AGR_002(1.0),9170,14,2012,0,
STATSNZ:AGR_AGR_002(1.0),8500,9,2014,,c
STATSNZ:AGR_AGR_002(1.0),8500,13,2014,,c
STATSNZ:AGR_AGR_002(1.0),8555,4,2014,8456.3,
STATSNZ:AGR_AGR_002(1.0),8555,8,2014,149,
STATSNZ:AGR_AGR_002(1.0),8570,16,2014,0,
STATSNZ:AGR_AGR_002(1.0),8570,20,2014,3893,
STATSNZ:AGR_AGR_002(1.0),8600,11,2014,869,
STATSNZ:AGR_AGR_002(1.0),8700,6,2014,195,
STATSNZ:AGR_AGR_002(1.0),9120,1,2014,,c
STATSNZ:AGR_AGR_002(1.0),9120,18,2014,0,
STATSNZ:AGR_AGR_002(1.0),9135,13,2014,,c
STATSNZ:AGR_AGR_002(1.0),9135,17,2014,,c
STATSNZ:AGR_AGR_002(1.0),9170,12,2014,,c
STATSNZ:AGR_AGR_002(1.0),8555,14,2017,0,
STATSNZ:AGR_AGR_002(1.0),8570,9,2017,8,
STATSNZ:AGR_AGR_002(1.0),8570,13,2017,0,
STATSNZ:AGR_AGR_002(1.0),8600,4,2017,75,
STATSNZ:AGR_AGR_002(1.0),8600,8,2017,88,
STATSNZ:AGR_AGR_002(1.0),8700,3,2017,34,
STATSNZ:AGR_AGR_002(1.0),8700,20,2017,921,
STATSNZ:AGR_AGR_002(1.0),9120,15,2017,1001,
STATSNZ:AGR_AGR_002(1.0),9135,19,2017,4678,
STATSNZ:AGR_AGR_002(1.0),9170,18,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,1,2019,,s
STATSNZ:AGR_AGR_002(1.0),8500,18,2019,0,
STATSNZ:AGR_AGR_002(1.0),8555,13,2019,,s
STATSNZ:AGR_AGR_002(1.0),8570,8,2019,,s
STATSNZ:AGR_AGR_002(1.0),8600,3,2019,,s
STATSNZ:AGR_AGR_002(1.0),8700,15,2019,75,
STATSNZ:AGR_AGR_002(1.0),9120,6,2019,933,
STATSNZ:AGR_AGR_002(1.0),9120,19,2019,1543,
STATSNZ:AGR_AGR_002(1.0),9135,5,2019,3,
STATSNZ:AGR_AGR_002(1.0),9170,10,2019,6741,
STATSNZ:AGR_AGR_002(1.0),9170,17,2019,0,
STATSNZ:AGR_AGR_002(1.0),8500,16,2020,457,
STATSNZ:AGR_AGR_002(1.0),8500,20,2020,9789,
STATSNZ:AGR_AGR_002(1.0),8555,11,2020,412,
STATSNZ:AGR_AGR_002(1.0),8570,6,2020,20,
STATSNZ:AGR_AGR_002(1.0),8600,1,2020,55,
STATSNZ:AGR_AGR_002(1.0),8600,18,2020,0,
STATSNZ:AGR_AGR_002(1.0),8700,13,2020,36,
STATSNZ:AGR_AGR_002(1.0),9120,8,2020,166,
STATSNZ:AGR_AGR_002(1.0),9135,3,2020,1421,
STATSNZ:AGR_AGR_002(1.0),9170,15,2020,56,
STATSNZ:AGR_AGR_002(1.0),8500,19,2022,2814,
STATSNZ:AGR_AGR_002(1.0),8555,5,2022,572,
STATSNZ:AGR_AGR_002(1.0),8555,9,2022,73,
STATSNZ:AGR_AGR_002(1.0),8570,4,2022,2124,
STATSNZ:AGR_AGR_002(1.0),8570,10,2022,5134,
STATSNZ:AGR_AGR_002(1.0),8600,16,2022,1302,
STATSNZ:AGR_AGR_002(1.0),8600,20,2022,34604,
STATSNZ:AGR_AGR_002(1.0),8700,11,2022,24,
STATSNZ:AGR_AGR_002(1.0),9135,14,2022,0,
STATSNZ:AGR_AGR_002(1.0),9135,18,2022,0,
STATSNZ:AGR_AGR_002(1.0),9170,9,2022,2,
STATSNZ:AGR_AGR_002(1.0),9170,13,2022,0,
STATSNZ:AGR_AGR_002(1.0),8500,4,2024,124,
STATSNZ:AGR_AGR_002(1.0),8500,8,2024,21,
STATSNZ:AGR_AGR_002(1.0),8555,3,2024,960,
STATSNZ:AGR_AGR_002(1.0),8570,15,2024,0,
STATSNZ:AGR_AGR_002(1.0),8600,14,2024,0,
STATSNZ:AGR_AGR_002(1.0),8600,19,2024,30488,
STATSNZ:AGR_AGR_002(1.0),8700,5,2024,,s
STATSNZ:AGR_AGR_002(1.0),8700,9,2024,175,
STATSNZ:AGR_AGR_002(1.0),9120,4,2024,4,
STATSNZ:AGR_AGR_002(1.0),9120,10,2024,3675,
STATSNZ:AGR_AGR_002(1.0),9135,12,2024,0,
STATSNZ:AGR_AGR_002(1.0),9170,7,2024,0,
STATSNZ:AGR_AGR_002(1.0),9120,7,1994,2,
STATSNZ:AGR_AGR_002(1.0),9135,7,1994,36,
STATSNZ:AGR_AGR_002(1.0),9135,11,1994,84,
STATSNZ:AGR_AGR_002(1.0),8555,2,1994,646,
STATSNZ:AGR_AGR_002(1.0),8500,15,1994,1856,
STATSNZ:AGR_AGR_002(1.0),8555,3,2002,818,
STATSNZ:AGR_AGR_002(1.0),8555,7,2002,47,
STATSNZ:AGR_AGR_002(1.0),8570,7,2002,52,
STATSNZ:AGR_AGR_002(1.0),8570,11,2002,15,
STATSNZ:AGR_AGR_002(1.0),8700,1,2002,146,
STATSNZ:AGR_AGR_002(1.0),9120,4,2002,50,
STATSNZ:AGR_AGR_002(1.0),9135,8,2002,2267,
STATSNZ:AGR_AGR_002(1.0),9135,16,2002,185,
STATSNZ:AGR_AGR_002(1.0),8500,10,2003,7588,
STATSNZ:AGR_AGR_002(1.0),8600,2,2003,672,
STATSNZ:AGR_AGR_002(1.0),8700,9,2003,313,
STATSNZ:AGR_AGR_002(1.0),9120,13,2003,16,
STATSNZ:AGR_AGR_002(1.0),8500,2,2005,123,
STATSNZ:AGR_AGR_002(1.0),8500,6,2005,6067,
STATSNZ:AGR_AGR_002(1.0),8555,19,2005,754,
STATSNZ:AGR_AGR_002(1.0),8600,10,2005,7887,
STATSNZ:AGR_AGR_002(1.0),9120,11,2005,15,
STATSNZ:AGR_AGR_002(1.0),9170,5,2005,2005,
STATSNZ:AGR_AGR_002(1.0),8555,4,2007,10108,
STATSNZ:AGR_AGR_002(1.0),8555,10,2007,12462,
STATSNZ:AGR_AGR_002(1.0),8570,4,2007,2210,
STATSNZ:AGR_AGR_002(1.0),8700,2,2007,290,
STATSNZ:AGR_AGR_002(1.0),9120,6,2007,517,
STATSNZ:AGR_AGR_002(1.0),8500,15,2009,180,
STATSNZ:AGR_AGR_002(1.0),8600,13,2009,19577,
STATSNZ:AGR_AGR_002(1.0),8700,3,2009,42,
STATSNZ:AGR_AGR_002(1.0),8700,20,2009,2016,
STATSNZ:AGR_AGR_002(1.0),9120,3,2009,1265,
STATSNZ:AGR_AGR_002(1.0),9135,19,2009,4693,
STATSNZ:AGR_AGR_002(1.0),8570,7,2011,68,
STATSNZ:AGR_AGR_002(1.0),8600,11,2011,809,
STATSNZ:AGR_AGR_002(1.0),8700,1,2011,205,
STATSNZ:AGR_AGR_002(1.0),9120,1,2011,5,
STATSNZ:AGR_AGR_002(1.0),9120,5,2011,36,
STATSNZ:AGR_AGR_002(1.0),9135,8,2011,1214,
STATSNZ:AGR_AGR_002(1.0),8500,11,2012,2496,
STATSNZ:AGR_AGR_002(1.0),8570,1,2012,1547,
STATSNZ:AGR_AGR_002(1.0),8570,5,2012,60,
STATSNZ:AGR_AGR_002(1.0),8600,9,2012,895,
STATSNZ:AGR_AGR_002(1.0),8700,16,2012,22,
STATSNZ:AGR_AGR_002(1.0),8700,20,2012,1657,
STATSNZ:AGR_AGR_002(1.0),9120,3,2012,1837,
STATSNZ:AGR_AGR_002(1.0),9120,20,2012,5718,
STATSNZ:AGR_AGR_002(1.0),9135,6,2012,589,
STATSNZ:AGR_AGR_002(1.0),9170,19,2012,,c
STATSNZ:AGR_AGR_002(1.0),8555,10,2014,10421,
STATSNZ:AGR_AGR_002(1.0),8555,17,2014,,c
STATSNZ:AGR_AGR_002(1.0),8600,15,2014,1415,
STATSNZ:AGR_AGR_002(1.0),8700,2,2014,187,
STATSNZ:AGR_AGR_002(1.0),9120,5,2014,,c
STATSNZ:AGR_AGR_002(1.0),9120,9,2014,,c
STATSNZ:AGR_AGR_002(1.0),9135,9,2014,,s
STATSNZ:AGR_AGR_002(1.0),9170,20,2014,6501,
STATSNZ:AGR_AGR_002(1.0),8555,1,2017,551,
STATSNZ:AGR_AGR_002(1.0),8555,18,2017,0,
STATSNZ:AGR_AGR_002(1.0),8570,5,2017,48,
STATSNZ:AGR_AGR_002(1.0),8600,12,2017,24,
STATSNZ:AGR_AGR_002(1.0),8700,16,2017,19,
STATSNZ:AGR_AGR_002(1.0),9120,2,2017,1919,
STATSNZ:AGR_AGR_002(1.0),9135,6,2017,236,
STATSNZ:AGR_AGR_002(1.0),8500,14,2019,0,
STATSNZ:AGR_AGR_002(1.0),8500,19,2019,3242,
STATSNZ:AGR_AGR_002(1.0),8555,10,2019,14461,
STATSNZ:AGR_AGR_002(1.0),8555,17,2019,0,
STATSNZ:AGR_AGR_002(1.0),8570,4,2019,1948,
STATSNZ:AGR_AGR_002(1.0),8700,2,2019,162,
STATSNZ:AGR_AGR_002(1.0),8700,11,2019,53,
STATSNZ:AGR_AGR_002(1.0),9135,9,2019,,s
STATSNZ:AGR_AGR_002(1.0),9170,13,2019,0,
STATSNZ:AGR_AGR_002(1.0),8500,8,2020,28,
STATSNZ:AGR_AGR_002(1.0),8500,12,2020,5,
STATSNZ:AGR_AGR_002(1.0),8555,15,2020,,s
STATSNZ:AGR_AGR_002(1.0),8570,2,2020,433,
STATSNZ:AGR_AGR_002(1.0),8600,5,2020,1256,
STATSNZ:AGR_AGR_002(1.0),8700,9,2020,194,
STATSNZ:AGR_AGR_002(1.0),8700,10,2020,682,
STATSNZ:AGR_AGR_002(1.0),8700,17,2020,0,
STATSNZ:AGR_AGR_002(1.0),9135,7,2020,,s
STATSNZ:AGR_AGR_002(1.0),9170,11,2020,13,
STATSNZ:AGR_AGR_002(1.0),8500,14,2022,,s
STATSNZ:AGR_AGR_002(1.0),8500,18,2022,0,
STATSNZ:AGR_AGR_002(1.0),8555,1,2022,471,
STATSNZ:AGR_AGR_002(1.0),8555,18,2022,0,
STATSNZ:AGR_AGR_002(1.0),8570,8,2022,9,
STATSNZ:AGR_AGR_002(1.0),8600,8,2022,256,
STATSNZ:AGR_AGR_002(1.0),8600,12,2022,,s
STATSNZ:AGR_AGR_002(1.0),9120,2,2022,1701,
STATSNZ:AGR_AGR_002(1.0),9120,6,2022,711,
STATSNZ:AGR_AGR_002(1.0),9170,10,2022,4773,
STATSNZ:AGR_AGR_002(1.0),9170,17,2022,0,
STATSNZ:AGR_AGR_002(1.0),8500,17,2024,0,
STATSNZ:AGR_AGR_002(1.0),8555,7,2024,,s
STATSNZ:AGR_AGR_002(1.0),8570,11,2024,5,
STATSNZ:AGR_AGR_002(1.0),8600,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),8700,1,2024,77,
STATSNZ:AGR_AGR_002(1.0),8700,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),9135,16,2024,143,
STATSNZ:AGR_AGR_002(1.0),9135,20,2024,10358,
STATSNZ:AGR_AGR_002(1.0),9170,3,2024,2,
STATSNZ:AGR_AGR_002(1.0),8600,4,1994,22,
STATSNZ:AGR_AGR_002(1.0),9120,11,1994,52,
STATSNZ:AGR_AGR_002(1.0),8570,6,1994,71,
STATSNZ:AGR_AGR_002(1.0),8555,19,1994,844,
STATSNZ:AGR_AGR_002(1.0),8600,5,1994,1245,
STATSNZ:AGR_AGR_002(1.0),9135,3,1994,1827,
STATSNZ:AGR_AGR_002(1.0),8500,20,1994,15257,
STATSNZ:AGR_AGR_002(1.0),8500,10,2002,7334,
STATSNZ:AGR_AGR_002(1.0),8500,16,2002,802,
STATSNZ:AGR_AGR_002(1.0),8555,11,2002,579,
STATSNZ:AGR_AGR_002(1.0),8570,3,2002,167,
STATSNZ:AGR_AGR_002(1.0),9120,8,2002,335,
STATSNZ:AGR_AGR_002(1.0),9135,3,2002,2117,
STATSNZ:AGR_AGR_002(1.0),9135,4,2002,139,
STATSNZ:AGR_AGR_002(1.0),9170,15,2002,22,
STATSNZ:AGR_AGR_002(1.0),9170,20,2002,6560,
STATSNZ:AGR_AGR_002(1.0),8555,11,2003,633,
STATSNZ:AGR_AGR_002(1.0),8570,6,2003,29,
STATSNZ:AGR_AGR_002(1.0),9135,10,2003,5743,
STATSNZ:AGR_AGR_002(1.0),9135,16,2003,187,
STATSNZ:AGR_AGR_002(1.0),9170,20,2003,6804,
STATSNZ:AGR_AGR_002(1.0),8500,11,2005,2902,
STATSNZ:AGR_AGR_002(1.0),8500,19,2005,3904,
STATSNZ:AGR_AGR_002(1.0),8570,4,2005,1900,
STATSNZ:AGR_AGR_002(1.0),8600,16,2005,1380,
STATSNZ:AGR_AGR_002(1.0),8700,11,2005,122,
STATSNZ:AGR_AGR_002(1.0),9120,3,2005,1574,
STATSNZ:AGR_AGR_002(1.0),8500,6,2007,5206,
STATSNZ:AGR_AGR_002(1.0),8500,13,2007,25,
STATSNZ:AGR_AGR_002(1.0),8555,8,2007,138,
STATSNZ:AGR_AGR_002(1.0),8570,10,2007,3993,
STATSNZ:AGR_AGR_002(1.0),8600,11,2007,805,
STATSNZ:AGR_AGR_002(1.0),8600,16,2007,1642,
STATSNZ:AGR_AGR_002(1.0),8700,6,2007,317,
STATSNZ:AGR_AGR_002(1.0),9120,2,2007,1531,
STATSNZ:AGR_AGR_002(1.0),9135,10,2007,5476,
STATSNZ:AGR_AGR_002(1.0),8500,6,2009,5409,
STATSNZ:AGR_AGR_002(1.0),8570,1,2009,1544,
STATSNZ:AGR_AGR_002(1.0),9120,20,2009,4511,
STATSNZ:AGR_AGR_002(1.0),9135,15,2009,4336,
STATSNZ:AGR_AGR_002(1.0),9170,5,2009,1589,
STATSNZ:AGR_AGR_002(1.0),8500,4,2011,9,
STATSNZ:AGR_AGR_002(1.0),8500,5,2011,105,
STATSNZ:AGR_AGR_002(1.0),8555,10,2011,12504,
STATSNZ:AGR_AGR_002(1.0),8570,20,2011,3976,
STATSNZ:AGR_AGR_002(1.0),8600,19,2011,25723,
STATSNZ:AGR_AGR_002(1.0),8700,5,2011,2,
STATSNZ:AGR_AGR_002(1.0),9135,13,2011,5,
STATSNZ:AGR_AGR_002(1.0),9170,3,2011,121,
STATSNZ:AGR_AGR_002(1.0),8500,3,2012,141,
STATSNZ:AGR_AGR_002(1.0),8555,14,2012,0,
STATSNZ:AGR_AGR_002(1.0),8570,9,2012,16,
STATSNZ:AGR_AGR_002(1.0),8600,8,2012,8,
STATSNZ:AGR_AGR_002(1.0),8700,3,2012,55,
STATSNZ:AGR_AGR_002(1.0),8700,17,2012,0,
STATSNZ:AGR_AGR_002(1.0),9120,15,2012,1035,
STATSNZ:AGR_AGR_002(1.0),9120,16,2012,4,
STATSNZ:AGR_AGR_002(1.0),9135,11,2012,13,
STATSNZ:AGR_AGR_002(1.0),9135,19,2012,6136,
STATSNZ:AGR_AGR_002(1.0),8500,18,2014,0,
STATSNZ:AGR_AGR_002(1.0),8570,7,2014,48,
STATSNZ:AGR_AGR_002(1.0),8570,12,2014,0,
STATSNZ:AGR_AGR_002(1.0),8600,2,2014,722,
STATSNZ:AGR_AGR_002(1.0),8600,3,2014,,s
STATSNZ:AGR_AGR_002(1.0),8700,14,2014,0,
STATSNZ:AGR_AGR_002(1.0),8700,15,2014,196,
STATSNZ:AGR_AGR_002(1.0),9120,19,2014,792,
STATSNZ:AGR_AGR_002(1.0),9135,8,2014,1263,
STATSNZ:AGR_AGR_002(1.0),9170,17,2014,0,
STATSNZ:AGR_AGR_002(1.0),8500,15,2017,312,
STATSNZ:AGR_AGR_002(1.0),8500,19,2017,3187,
STATSNZ:AGR_AGR_002(1.0),8555,5,2017,282,
STATSNZ:AGR_AGR_002(1.0),8570,4,2017,1834,
STATSNZ:AGR_AGR_002(1.0),8570,18,2017,0,
STATSNZ:AGR_AGR_002(1.0),8600,13,2017,23051,
STATSNZ:AGR_AGR_002(1.0),8600,20,2017,33981,
STATSNZ:AGR_AGR_002(1.0),8700,11,2017,72,
STATSNZ:AGR_AGR_002(1.0),8700,12,2017,0,
STATSNZ:AGR_AGR_002(1.0),9120,7,2017,0,
STATSNZ:AGR_AGR_002(1.0),9135,18,2017,0,
STATSNZ:AGR_AGR_002(1.0),9170,14,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,9,2019,101,
STATSNZ:AGR_AGR_002(1.0),8555,4,2019,11791,
STATSNZ:AGR_AGR_002(1.0),8555,5,2019,323,
STATSNZ:AGR_AGR_002(1.0),8570,16,2019,12,
STATSNZ:AGR_AGR_002(1.0),8570,17,2019,0,
STATSNZ:AGR_AGR_002(1.0),8600,7,2019,,s
STATSNZ:AGR_AGR_002(1.0),8600,12,2019,15,
STATSNZ:AGR_AGR_002(1.0),9120,1,2019,2,
STATSNZ:AGR_AGR_002(1.0),9135,17,2019,,s
STATSNZ:AGR_AGR_002(1.0),9170,8,2019,14,
STATSNZ:AGR_AGR_002(1.0),9170,9,2019,11,
STATSNZ:AGR_AGR_002(1.0),8500,7,2020,7,
STATSNZ:AGR_AGR_002(1.0),8555,2,2020,657,
STATSNZ:AGR_AGR_002(1.0),8555,3,2020,771,
STATSNZ:AGR_AGR_002(1.0),8570,1,2020,2001,
STATSNZ:AGR_AGR_002(1.0),8570,15,2020,32,
STATSNZ:AGR_AGR_002(1.0),8600,19,2020,28997,
STATSNZ:AGR_AGR_002(1.0),9120,17,2020,0,
STATSNZ:AGR_AGR_002(1.0),9120,20,2020,5588,
STATSNZ:AGR_AGR_002(1.0),9170,6,2020,4754,
STATSNZ:AGR_AGR_002(1.0),9170,7,2020,0,
STATSNZ:AGR_AGR_002(1.0),8500,1,2022,10,
STATSNZ:AGR_AGR_002(1.0),8555,10,2022,14102,
STATSNZ:AGR_AGR_002(1.0),8555,14,2022,0,
STATSNZ:AGR_AGR_002(1.0),8570,9,2022,1,
STATSNZ:AGR_AGR_002(1.0),8700,3,2022,22,
STATSNZ:AGR_AGR_002(1.0),9120,14,2022,0,
STATSNZ:AGR_AGR_002(1.0),9120,15,2022,1062,
STATSNZ:AGR_AGR_002(1.0),9135,19,2022,4691,
STATSNZ:AGR_AGR_002(1.0),8500,20,2024,9522,
STATSNZ:AGR_AGR_002(1.0),8555,15,2024,40,
STATSNZ:AGR_AGR_002(1.0),8570,6,2024,,s
STATSNZ:AGR_AGR_002(1.0),8570,7,2024,2,
STATSNZ:AGR_AGR_002(1.0),8600,1,2024,,s
STATSNZ:AGR_AGR_002(1.0),8600,2,2024,338,
STATSNZ:AGR_AGR_002(1.0),8700,13,2024,32,
STATSNZ:AGR_AGR_002(1.0),8700,14,2024,0,
STATSNZ:AGR_AGR_002(1.0),9120,9,2024,,s
STATSNZ:AGR_AGR_002(1.0),9135,8,2024,896,
STATSNZ:AGR_AGR_002(1.0),9120,12,1994,1,
STATSNZ:AGR_AGR_002(1.0),8500,7,1994,21,
STATSNZ:AGR_AGR_002(1.0),9135,16,1994,260,
STATSNZ:AGR_AGR_002(1.0),9135,2,1994,1046,
STATSNZ:AGR_AGR_002(1.0),9170,6,1994,2047,
STATSNZ:AGR_AGR_002(1.0),8500,8,2002,44,
STATSNZ:AGR_AGR_002(1.0),8570,2,2002,175,
STATSNZ:AGR_AGR_002(1.0),8600,5,2002,1743,
STATSNZ:AGR_AGR_002(1.0),8600,6,2002,3835,
STATSNZ:AGR_AGR_002(1.0),8700,9,2002,272,
STATSNZ:AGR_AGR_002(1.0),8700,17,2002,13,
STATSNZ:AGR_AGR_002(1.0),8700,19,2002,1388,
STATSNZ:AGR_AGR_002(1.0),9120,13,2002,15,
STATSNZ:AGR_AGR_002(1.0),9135,17,2002,170,
STATSNZ:AGR_AGR_002(1.0),8500,13,2003,229,
STATSNZ:AGR_AGR_002(1.0),8500,20,2003,12150,
STATSNZ:AGR_AGR_002(1.0),8555,3,2003,787,
STATSNZ:AGR_AGR_002(1.0),8570,7,2003,49,
STATSNZ:AGR_AGR_002(1.0),8570,20,2003,3235,
STATSNZ:AGR_AGR_002(1.0),8600,11,2003,612,
STATSNZ:AGR_AGR_002(1.0),9135,8,2003,1994,
STATSNZ:AGR_AGR_002(1.0),8555,1,2005,520,
STATSNZ:AGR_AGR_002(1.0),8600,9,2005,829,
STATSNZ:AGR_AGR_002(1.0),9120,2,2005,1388,
STATSNZ:AGR_AGR_002(1.0),9135,6,2005,899,
STATSNZ:AGR_AGR_002(1.0),8500,5,2007,190,
STATSNZ:AGR_AGR_002(1.0),8570,20,2007,4004,
STATSNZ:AGR_AGR_002(1.0),8600,3,2007,133,
STATSNZ:AGR_AGR_002(1.0),9135,1,2007,31,
STATSNZ:AGR_AGR_002(1.0),9170,5,2007,2773,
STATSNZ:AGR_AGR_002(1.0),8570,10,2009,4104,
STATSNZ:AGR_AGR_002(1.0),8700,8,2009,37,
STATSNZ:AGR_AGR_002(1.0),9135,2,2009,1508,
STATSNZ:AGR_AGR_002(1.0),9170,6,2009,4191,
STATSNZ:AGR_AGR_002(1.0),8600,2,2011,551,
STATSNZ:AGR_AGR_002(1.0),8700,6,2011,273,
STATSNZ:AGR_AGR_002(1.0),9120,19,2011,849,
STATSNZ:AGR_AGR_002(1.0),9135,10,2011,4998,
STATSNZ:AGR_AGR_002(1.0),8500,2,2012,96,
STATSNZ:AGR_AGR_002(1.0),8500,16,2012,459,
STATSNZ:AGR_AGR_002(1.0),8555,6,2012,222,
STATSNZ:AGR_AGR_002(1.0),8570,17,2012,0,
STATSNZ:AGR_AGR_002(1.0),8570,19,2012,9,
STATSNZ:AGR_AGR_002(1.0),8600,10,2012,7949,
STATSNZ:AGR_AGR_002(1.0),8700,4,2012,42,
STATSNZ:AGR_AGR_002(1.0),9120,8,2012,392,
STATSNZ:AGR_AGR_002(1.0),9170,1,2012,,c
STATSNZ:AGR_AGR_002(1.0),9170,2,2012,,c
STATSNZ:AGR_AGR_002(1.0),9170,9,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,5,2014,87,
STATSNZ:AGR_AGR_002(1.0),8555,9,2014,,c
STATSNZ:AGR_AGR_002(1.0),8555,16,2014,,s
STATSNZ:AGR_AGR_002(1.0),8600,16,2014,1193,
STATSNZ:AGR_AGR_002(1.0),8600,19,2014,25249,
STATSNZ:AGR_AGR_002(1.0),9120,17,2014,,c
STATSNZ:AGR_AGR_002(1.0),9135,1,2014,,c
STATSNZ:AGR_AGR_002(1.0),9135,10,2014,4667,
STATSNZ:AGR_AGR_002(1.0),9170,4,2014,,c
STATSNZ:AGR_AGR_002(1.0),8500,2,2017,84,
STATSNZ:AGR_AGR_002(1.0),8555,6,2017,121,
STATSNZ:AGR_AGR_002(1.0),8555,13,2017,0,
STATSNZ:AGR_AGR_002(1.0),8570,17,2017,,s
STATSNZ:AGR_AGR_002(1.0),8600,10,2017,6976,
STATSNZ:AGR_AGR_002(1.0),8700,4,2017,26,
STATSNZ:AGR_AGR_002(1.0),9135,5,2017,,s
STATSNZ:AGR_AGR_002(1.0),9170,1,2017,8,
STATSNZ:AGR_AGR_002(1.0),9170,9,2017,1,
STATSNZ:AGR_AGR_002(1.0),8570,3,2019,75,
STATSNZ:AGR_AGR_002(1.0),8570,9,2019,8,
STATSNZ:AGR_AGR_002(1.0),8600,20,2019,35970,
STATSNZ:AGR_AGR_002(1.0),8700,3,2019,,s
STATSNZ:AGR_AGR_002(1.0),8700,19,2019,184,
STATSNZ:AGR_AGR_002(1.0),9120,14,2019,0,
STATSNZ:AGR_AGR_002(1.0),9135,18,2019,0,
STATSNZ:AGR_AGR_002(1.0),9135,19,2019,5666,
STATSNZ:AGR_AGR_002(1.0),8570,7,2020,17,
STATSNZ:AGR_AGR_002(1.0),8570,14,2020,0,
STATSNZ:AGR_AGR_002(1.0),8700,1,2020,138,
STATSNZ:AGR_AGR_002(1.0),8700,8,2020,,s
STATSNZ:AGR_AGR_002(1.0),9120,4,2020,1,
STATSNZ:AGR_AGR_002(1.0),9120,12,2020,0,
STATSNZ:AGR_AGR_002(1.0),9135,8,2020,,s
STATSNZ:AGR_AGR_002(1.0),9135,15,2020,5255,
STATSNZ:AGR_AGR_002(1.0),9135,16,2020,150,
STATSNZ:AGR_AGR_002(1.0),8500,2,2022,,s
STATSNZ:AGR_AGR_002(1.0),8500,9,2022,89,
STATSNZ:AGR_AGR_002(1.0),8555,13,2022,,s
STATSNZ:AGR_AGR_002(1.0),8570,17,2022,,s
STATSNZ:AGR_AGR_002(1.0),8600,7,2022,,s
STATSNZ:AGR_AGR_002(1.0),8600,10,2022,7172,
