DATAFLOW,FORESTRY_AGR_AGR_001,AREA_AGR_AGR_001,YEAR_AGR_AGR_001,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_001(1.0),6050,19,2008,1886,
STATSNZ:AGR_AGR_001(1.0),6050,19,2013,,s
STATSNZ:AGR_AGR_001(1.0),6050,19,2018,2518,
STATSNZ:AGR_AGR_001(1.0),6050,20,2005,9719,
STATSNZ:AGR_AGR_001(1.0),6050,20,2018,8293,
STATSNZ:AGR_AGR_001(1.0),6050,4,2016,104,
STATSNZ:AGR_AGR_001(1.0),6050,6,2015,207,
STATSNZ:AGR_AGR_001(1.0),6051,1,2006,1972,
STATSNZ:AGR_AGR_001(1.0),6051,1,2009,2666,
STATSNZ:AGR_AGR_001(1.0),6051,11,2014,,c
STATSNZ:AGR_AGR_001(1.0),6051,12,2012,,c
STATSNZ:AGR_AGR_001(1.0),6051,12,2017,2,
STATSNZ:AGR_AGR_001(1.0),6051,13,2005,1177,
STATSNZ:AGR_AGR_001(1.0),6051,14,2016,0,
STATSNZ:AGR_AGR_001(1.0),6051,15,2004,2043,
STATSNZ:AGR_AGR_001(1.0),6051,15,2009,1096,
STATSNZ:AGR_AGR_001(1.0),6051,16,2002,2678,
STATSNZ:AGR_AGR_001(1.0),6051,16,2015,3041,
STATSNZ:AGR_AGR_001(1.0),6051,16,2017,2998,
STATSNZ:AGR_AGR_001(1.0),6051,18,2016,,c
STATSNZ:AGR_AGR_001(1.0),6051,19,2010,9035,
STATSNZ:AGR_AGR_001(1.0),6051,19,2013,11942,
STATSNZ:AGR_AGR_001(1.0),6051,20,2002,42476,
STATSNZ:AGR_AGR_001(1.0),6051,3,2008,5642,
STATSNZ:AGR_AGR_001(1.0),6051,5,2007,1256,
STATSNZ:AGR_AGR_001(1.0),6051,5,2009,1807,
STATSNZ:AGR_AGR_001(1.0),6051,6,2003,3627,
STATSNZ:AGR_AGR_001(1.0),6051,9,2007,897,
STATSNZ:AGR_AGR_001(1.0),6051,9,2012,967,
STATSNZ:AGR_AGR_001(1.0),6052,10,2008,14582945,
STATSNZ:AGR_AGR_001(1.0),6052,11,2016,964846,
STATSNZ:AGR_AGR_001(1.0),6052,13,2002,466085,
STATSNZ:AGR_AGR_001(1.0),6052,13,2015,1105801,
STATSNZ:AGR_AGR_001(1.0),6052,15,2009,629347,
STATSNZ:AGR_AGR_001(1.0),6052,17,2008,438337,
STATSNZ:AGR_AGR_001(1.0),6052,17,2013,777967,
STATSNZ:AGR_AGR_001(1.0),6052,17,2018,,s
STATSNZ:AGR_AGR_001(1.0),6052,2,2007,446543,
STATSNZ:AGR_AGR_001(1.0),6052,3,2015,4562718,
STATSNZ:AGR_AGR_001(1.0),6052,4,2011,5840993,
STATSNZ:AGR_AGR_001(1.0),6052,6,2005,1272645,
STATSNZ:AGR_AGR_001(1.0),6052,7,2013,168924,
STATSNZ:AGR_AGR_001(1.0),6052,8,2004,1270048,
STATSNZ:AGR_AGR_001(1.0),6052,8,2014,1374340,
STATSNZ:AGR_AGR_001(1.0),6052,9,2002,394450,
STATSNZ:AGR_AGR_001(1.0),6052,9,2012,521585,
STATSNZ:AGR_AGR_001(1.0),6052,9,2017,1004580,
STATSNZ:AGR_AGR_001(1.0),6053,1,2011,5651,
STATSNZ:AGR_AGR_001(1.0),6053,1,2014,6605,
STATSNZ:AGR_AGR_001(1.0),6053,10,2015,35098,
STATSNZ:AGR_AGR_001(1.0),6053,12,2009,403,
STATSNZ:AGR_AGR_001(1.0),6053,14,2013,,c
STATSNZ:AGR_AGR_001(1.0),6053,14,2018,1169,
STATSNZ:AGR_AGR_001(1.0),6053,15,2003,2365,
STATSNZ:AGR_AGR_001(1.0),6053,16,2007,2677,
STATSNZ:AGR_AGR_001(1.0),6053,16,2012,2930,
STATSNZ:AGR_AGR_001(1.0),6053,17,2010,1050,
STATSNZ:AGR_AGR_001(1.0),6053,19,2015,12903,
STATSNZ:AGR_AGR_001(1.0),6053,20,2007,42347,
STATSNZ:AGR_AGR_001(1.0),6053,3,2005,7979,
STATSNZ:AGR_AGR_001(1.0),6053,3,2018,7635,
STATSNZ:AGR_AGR_001(1.0),6053,4,2013,10282,
STATSNZ:AGR_AGR_001(1.0),6053,5,2014,3738,
STATSNZ:AGR_AGR_001(1.0),6053,6,2002,3241,
STATSNZ:AGR_AGR_001(1.0),6053,6,2012,4512,
STATSNZ:AGR_AGR_001(1.0),6053,6,2017,1452,
STATSNZ:AGR_AGR_001(1.0),6053,7,2005,203,
STATSNZ:AGR_AGR_001(1.0),6053,8,2006,3423,
STATSNZ:AGR_AGR_001(1.0),6053,8,2016,1635,
STATSNZ:AGR_AGR_001(1.0),6050,10,2012,8238,
STATSNZ:AGR_AGR_001(1.0),6050,11,2007,54,
STATSNZ:AGR_AGR_001(1.0),6050,12,2013,,c
STATSNZ:AGR_AGR_001(1.0),6050,12,2014,0,
STATSNZ:AGR_AGR_001(1.0),6050,13,2014,,c
STATSNZ:AGR_AGR_001(1.0),6050,14,2012,,c
STATSNZ:AGR_AGR_001(1.0),6050,14,2014,,c
STATSNZ:AGR_AGR_001(1.0),6050,15,2004,2151,
STATSNZ:AGR_AGR_001(1.0),6050,15,2005,701,
STATSNZ:AGR_AGR_001(1.0),6050,16,2002,3464,
STATSNZ:AGR_AGR_001(1.0),6050,17,2002,3089,
STATSNZ:AGR_AGR_001(1.0),6050,2,2002,1285,
STATSNZ:AGR_AGR_001(1.0),6050,20,2003,18997,
STATSNZ:AGR_AGR_001(1.0),6050,20,2012,11327,
STATSNZ:AGR_AGR_001(1.0),6050,4,2017,54,
STATSNZ:AGR_AGR_001(1.0),6050,5,2009,214,
STATSNZ:AGR_AGR_001(1.0),6050,6,2016,59,
STATSNZ:AGR_AGR_001(1.0),6050,8,2015,343,
STATSNZ:AGR_AGR_001(1.0),6050,9,2007,71,
STATSNZ:AGR_AGR_001(1.0),6051,1,2016,7916,
STATSNZ:AGR_AGR_001(1.0),6051,1,2017,7696,
STATSNZ:AGR_AGR_001(1.0),6051,11,2012,2886,
STATSNZ:AGR_AGR_001(1.0),6051,13,2002,467,
STATSNZ:AGR_AGR_001(1.0),6051,15,2002,2274,
STATSNZ:AGR_AGR_001(1.0),6051,16,2009,2278,
STATSNZ:AGR_AGR_001(1.0),6051,19,2003,10891,
STATSNZ:AGR_AGR_001(1.0),6051,19,2012,11384,
STATSNZ:AGR_AGR_001(1.0),6051,20,2017,41970,
STATSNZ:AGR_AGR_001(1.0),6051,3,2015,6369,
STATSNZ:AGR_AGR_001(1.0),6051,3,2016,4070,
STATSNZ:AGR_AGR_001(1.0),6051,5,2015,2501,
STATSNZ:AGR_AGR_001(1.0),6051,7,2013,213,
STATSNZ:AGR_AGR_001(1.0),6051,8,2014,2042,
STATSNZ:AGR_AGR_001(1.0),6051,9,2013,1118,
STATSNZ:AGR_AGR_001(1.0),6051,9,2014,1263,
STATSNZ:AGR_AGR_001(1.0),6052,1,2015,3484674,
STATSNZ:AGR_AGR_001(1.0),6052,10,2015,19588967,
STATSNZ:AGR_AGR_001(1.0),6052,10,2016,20794800,
STATSNZ:AGR_AGR_001(1.0),6052,13,2009,491804,
STATSNZ:AGR_AGR_001(1.0),6052,15,2008,833023,
STATSNZ:AGR_AGR_001(1.0),6052,16,2015,1487310,
STATSNZ:AGR_AGR_001(1.0),6052,17,2007,479503,
STATSNZ:AGR_AGR_001(1.0),6052,19,2002,4614347,
STATSNZ:AGR_AGR_001(1.0),6052,2,2015,505697,
STATSNZ:AGR_AGR_001(1.0),6052,20,2016,25380687,
STATSNZ:AGR_AGR_001(1.0),6052,4,2013,5736869,
STATSNZ:AGR_AGR_001(1.0),6052,6,2003,1971056,
STATSNZ:AGR_AGR_001(1.0),6052,6,2012,2664303,
STATSNZ:AGR_AGR_001(1.0),6052,6,2013,2645449,
STATSNZ:AGR_AGR_001(1.0),6052,7,2012,166197,
STATSNZ:AGR_AGR_001(1.0),6052,8,2012,1326520,
STATSNZ:AGR_AGR_001(1.0),6052,9,2010,470132,
STATSNZ:AGR_AGR_001(1.0),6053,1,2003,3102,
STATSNZ:AGR_AGR_001(1.0),6053,1,2013,7130,
STATSNZ:AGR_AGR_001(1.0),6053,10,2011,35298,
STATSNZ:AGR_AGR_001(1.0),6053,11,2015,2020,
STATSNZ:AGR_AGR_001(1.0),6053,11,2016,1954,
STATSNZ:AGR_AGR_001(1.0),6053,12,2015,,c
STATSNZ:AGR_AGR_001(1.0),6053,13,2015,2031,
STATSNZ:AGR_AGR_001(1.0),6053,15,2013,2202,
STATSNZ:AGR_AGR_001(1.0),6053,16,2014,2278,
STATSNZ:AGR_AGR_001(1.0),6053,17,2003,1378,
STATSNZ:AGR_AGR_001(1.0),6053,17,2012,1747,
STATSNZ:AGR_AGR_001(1.0),6053,17,2013,1847,
STATSNZ:AGR_AGR_001(1.0),6053,18,2014,0,
STATSNZ:AGR_AGR_001(1.0),6053,19,2016,9797,
STATSNZ:AGR_AGR_001(1.0),6053,3,2003,12800,
STATSNZ:AGR_AGR_001(1.0),6053,3,2012,6066,
STATSNZ:AGR_AGR_001(1.0),6053,3,2013,8942,
STATSNZ:AGR_AGR_001(1.0),6053,4,2010,10485,
STATSNZ:AGR_AGR_001(1.0),6053,5,2010,2458,
STATSNZ:AGR_AGR_001(1.0),6053,5,2012,2561,
STATSNZ:AGR_AGR_001(1.0),6053,6,2010,3360,
STATSNZ:AGR_AGR_001(1.0),6053,7,2017,508,
STATSNZ:AGR_AGR_001(1.0),6053,8,2017,3133,
STATSNZ:AGR_AGR_001(1.0),6053,9,2016,907,
STATSNZ:AGR_AGR_001(1.0),6053,9,2017,1648,
STATSNZ:AGR_AGR_001(1.0),6050,10,2005,5755,
STATSNZ:AGR_AGR_001(1.0),6050,10,2010,1880,
STATSNZ:AGR_AGR_001(1.0),6050,11,2013,152,
STATSNZ:AGR_AGR_001(1.0),6050,11,2018,254,
STATSNZ:AGR_AGR_001(1.0),6050,13,2012,1064,
STATSNZ:AGR_AGR_001(1.0),6050,15,2006,765,
STATSNZ:AGR_AGR_001(1.0),6050,16,2004,1976,
STATSNZ:AGR_AGR_001(1.0),6050,16,2006,317,
STATSNZ:AGR_AGR_001(1.0),6050,17,2017,248,
STATSNZ:AGR_AGR_001(1.0),6050,19,2007,1300,
STATSNZ:AGR_AGR_001(1.0),6050,20,2014,3942,
STATSNZ:AGR_AGR_001(1.0),6050,3,2002,3187,
STATSNZ:AGR_AGR_001(1.0),6050,3,2017,691,
STATSNZ:AGR_AGR_001(1.0),6050,4,2002,1044,
STATSNZ:AGR_AGR_001(1.0),6050,5,2016,212,
STATSNZ:AGR_AGR_001(1.0),6050,7,2015,,c
STATSNZ:AGR_AGR_001(1.0),6050,8,2008,189,
STATSNZ:AGR_AGR_001(1.0),6051,10,2002,31180,
STATSNZ:AGR_AGR_001(1.0),6051,10,2017,31206,
STATSNZ:AGR_AGR_001(1.0),6051,13,2004,774,
STATSNZ:AGR_AGR_001(1.0),6051,14,2017,19,
STATSNZ:AGR_AGR_001(1.0),6051,16,2016,2220,
STATSNZ:AGR_AGR_001(1.0),6051,18,2015,0,
STATSNZ:AGR_AGR_001(1.0),6051,19,2014,10325,
STATSNZ:AGR_AGR_001(1.0),6051,2,2016,,s
STATSNZ:AGR_AGR_001(1.0),6051,20,2006,36061,
STATSNZ:AGR_AGR_001(1.0),6051,3,2009,4898,
STATSNZ:AGR_AGR_001(1.0),6051,4,2015,8215,
STATSNZ:AGR_AGR_001(1.0),6051,5,2008,1279,
STATSNZ:AGR_AGR_001(1.0),6051,8,2003,1507,
STATSNZ:AGR_AGR_001(1.0),6051,8,2013,2089,
STATSNZ:AGR_AGR_001(1.0),6051,8,2018,2768,
STATSNZ:AGR_AGR_001(1.0),6052,1,2008,1808430,
STATSNZ:AGR_AGR_001(1.0),6052,10,2009,14837578,
STATSNZ:AGR_AGR_001(1.0),6052,11,2017,727714,
STATSNZ:AGR_AGR_001(1.0),6052,12,2016,85629,
STATSNZ:AGR_AGR_001(1.0),6052,13,2016,973028,
STATSNZ:AGR_AGR_001(1.0),6052,14,2015,,c
STATSNZ:AGR_AGR_001(1.0),6052,15,2015,1251457,
STATSNZ:AGR_AGR_001(1.0),6052,16,2008,789249,
STATSNZ:AGR_AGR_001(1.0),6052,19,2004,4906985,
STATSNZ:AGR_AGR_001(1.0),6052,19,2017,4976869,
STATSNZ:AGR_AGR_001(1.0),6052,2,2011,689314,
STATSNZ:AGR_AGR_001(1.0),6052,20,2009,18887204,
STATSNZ:AGR_AGR_001(1.0),6052,3,2011,3776177,
STATSNZ:AGR_AGR_001(1.0),6052,4,2007,4630252,
STATSNZ:AGR_AGR_001(1.0),6052,5,2013,1746983,
STATSNZ:AGR_AGR_001(1.0),6052,5,2018,2318442,
STATSNZ:AGR_AGR_001(1.0),6052,6,2014,2727867,
STATSNZ:AGR_AGR_001(1.0),6052,7,2014,134040,
STATSNZ:AGR_AGR_001(1.0),6052,8,2005,1304974,
STATSNZ:AGR_AGR_001(1.0),6052,8,2010,1350921,
STATSNZ:AGR_AGR_001(1.0),6053,13,2008,1545,
STATSNZ:AGR_AGR_001(1.0),6053,13,2011,1654,
STATSNZ:AGR_AGR_001(1.0),6053,15,2007,3058,
STATSNZ:AGR_AGR_001(1.0),6053,16,2003,2568,
STATSNZ:AGR_AGR_001(1.0),6053,16,2013,2515,
STATSNZ:AGR_AGR_001(1.0),6053,17,2014,1876,
STATSNZ:AGR_AGR_001(1.0),6053,18,2012,0,
STATSNZ:AGR_AGR_001(1.0),6053,19,2009,10452,
STATSNZ:AGR_AGR_001(1.0),6053,2,2003,2541,
STATSNZ:AGR_AGR_001(1.0),6053,2,2013,1176,
STATSNZ:AGR_AGR_001(1.0),6053,2,2018,1371,
STATSNZ:AGR_AGR_001(1.0),6053,20,2011,47459,
STATSNZ:AGR_AGR_001(1.0),6053,3,2014,8364,
STATSNZ:AGR_AGR_001(1.0),6053,4,2012,11382,
STATSNZ:AGR_AGR_001(1.0),6053,5,2005,1323,
STATSNZ:AGR_AGR_001(1.0),6053,6,2006,3273,
STATSNZ:AGR_AGR_001(1.0),6053,8,2002,1581,
